url,Advertisment_Title,Advertisment_Description,Category
https://www.youtube.com/watch?v=biFxeKpnv6Q,የሠራተኞቻቸውን ደሞዝ በቴሌብር የሚከፍሉ ድርጅቶች ምስክርነት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=tW8b1bnDtoY,ባሳለፍነው ወር ውስጥ ብቻ ሚሊዮን ብር ወጪ በማድረግ ማህበራዊ ኃላፊነታችንን ለመወጣት ችለናል,,አንቂ ንግግር
https://www.youtube.com/watch?v=M6UOg1MVYM4,ኢትዮቴል ኢኖቬሽን  ጀማሪ የዲጂታል እና የፋይናንስ ቴክኖሎጂ ቢዝነሶችንና ባለሙያዎችን የሚያግዝና የሚያበረታታ አዲስ ፕሮግራም ጀማሪ ቢዝነሶችን በማብቃት ላይ,,አንቂንግግር
https://www.youtube.com/watch?v=XeFrGW0dr3k,ኢትዮቴል ኢኖቬሽን  ጀማሪ የዲጂታል እና የፋይናንስ ቴክኖሎጂ ቢዝነሶችንና ባለሙያዎችን የሚያግዝና የሚያበረታታ ፕሮግራም ጀማሪ ቢዝነሶችን በማብቃት ላይ,,መዝናኛ
https://www.youtube.com/watch?v=Jc2u8jMXMAk,የፌዴራል ግብር ክፍያ በቴሌብር ማስጀመሪያ መርሃ ግብር  ኢትዮ ቴሌኮም ከገቢዎች ሚኒስቴር ጋር በመተባበር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=BsRij_L46Tg,ቴሌክላውድ  የክላውድ አገልግሎቶች ለቢዝነስዎ ምርታማነት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=pQrN-UPV4BI,በውድድር ገበያ ውስጥ ሆነን ከፍተኛ ውጤት ማስመዝገብ ችለናል,,አንቂ ንግግር
https://www.youtube.com/watch?v=hdGTXJYBO1Q,ጥምቀት የሞባይል ጥቅል በሕብረ ቀለማት አሸብርቆ ለሚከበረው ጥምቀት ሌላ ተጨማሪ ልዩ ቀለም,,መዝናኛ
https://www.youtube.com/watch?v=GL90A03cMdU,የ2015 በጀት ዓመት የመጀመሪያ መንፈቅ የሥራ አፈጻጸም ሪፖርት ጋዜጣዊ መግለጫ,,አንቂ ንግግር ፣
https://www.youtube.com/watch?v=cN-nLQQ-_lo,በዓል መሉ በኩልሄ ሆኖ እንዲከበር  የሁልጊዜም ምርጫዎ ይሁን,,መዝናኛ
https://www.youtube.com/watch?v=DJK14JApOZk,ኢዮሃ አሲና ገናዬ  ድንቅ ባህላችን ገና ጨዋታችን መልካም አውደዓመት,,መዝናኛ
https://www.youtube.com/watch?v=h3qCjPFBqGs,ቤተሰቦቻችን ከኮሜዲያን ዜዶ ጋር ያደረጉት በስጦታ የታጀበ የገና በዓል አዝናኝ ቆይታ,,አርት
https://www.youtube.com/watch?v=RxgmeHREpMs,ብሩህ ትውልድ በዲጂታል ቴክኖሎጂ የታገዘ የትምህርት ፕሮግራም,,ልጆች
https://www.youtube.com/watch?v=rgG-zLNsni8,ለቤተሰቦቻችን የተዘጋጀ የገና ስጦታ ስማርት ሰዓት ኤር ፖድ እና በርከት ያሉ የአሻምቴሌ ነጥቦች,,መዝናኛ
https://www.youtube.com/watch?v=s-xf8lwnLYc,ገናን አስመልክቶ በቴሌብር አገልግሎቶቻችን እስከ  የሚደርስ ስጦታ እንካችሁ,,መዝናኛ
https://www.youtube.com/watch?v=AH71IkFn7UE,አርዲን ተዋወቋት,,ልጆች
https://www.youtube.com/watch?v=qAhAEPrwKWs,ለመጀመሪያ ጊዜ ወደ ሃገራችን የገባውን ስልክ እና ቀደምት የቴሌኮም መሳሪያዎችን እናስጎብኛችሁ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=hS6e4bnOdXs,መልቲ ሲም ምንድ ነው,,ቴክኖሎጂ
https://www.youtube.com/watch?v=Z25XJeovdI8,ቴሌብርን ይጠቀሙ በስጦታዎች ይምበሽበሹ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=m-IuvwscDso,የኳታሩ የዓለም ዋንጫ ፍፃሜ ግጥሚያ ታዳሚነት እድልን ያገኙ አሸናፊዎች ተሸኙ,,ስፖርት
https://www.youtube.com/watch?v=p_uEhVNgirM,በየቀኑ በሚሰላ ወለድ ወይም ያለወለድ ከአንድ ብር ጀምሮ ይቆጥቡ!,,መዝናኛ
https://www.youtube.com/watch?v=M627PYNTQQA,በቴሌብር መላ ብድር ለመጠየቅ,,አርት
https://www.youtube.com/watch?v=XjIU75YwOT4,የቴሌብር መላ የብድር አገልግሎት ተጠቃሚ ለመሆን በቀላሉ ይመዝገቡ,,መዝናኛ
https://www.youtube.com/watch?v=7bWJZSYk43g,አብሮነታችን እንደጠበቀ ለዘመናት አብሮን የዘለቀ,,አርት
https://www.youtube.com/watch?v=hKLCUmUU4jY,ወርሃዊ የኢንተርኔት ጥቅሎቻችንን በቅናሽ ይጠቀሙ አብዝተው ያትርፉ,,ኮንስትራክሽን
https://www.youtube.com/watch?v=DceauP8wfTs,ያልተገደበ አገልግሎት  ተመጣጣኝ ዋጋ,,መዝናኛ
https://www.youtube.com/watch?v=buDlXiJCvLg,ቴሌብር ሃዋላ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=LtOfmzSqzmg,በማጂክ ቮይስ ወዳጆችዎን ፈታ ያድርጉ ለመመዝገብ እና አገልግሎቱን ለማግኘት ወደ 604 ይደውሉ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=Y9VVlHOksc4,አጋሮቻችን ስለ እኛ,,አንቂንግግር
https://www.youtube.com/watch?v=vgQf9CYup8Y,አጋሮቻችን ስለ እኛ,,መዝናኛ
https://www.youtube.com/watch?v=DZHj7cIvuVo,ስለ ቴሌብር አስገራሚ እውነታዎች,,መዝናኛ
https://www.youtube.com/watch?v=l8ACggnUb7E,ከ በላይ አገልግሎት ሰጪዎች በሲኔት ሶፍትዌር አማካኝነት በቴሌብር የአገልግሎት እና የግብይት ክፍያ ይፋዊ ማስጀመሪያ,,መዝናኛ
https://www.youtube.com/watch?v=MbHBVMHAOQ8,በአብሮነት፣ በመተሳሰብ፣ በፍቅር እና ደስታ ያሳለፍነው የ2015 ታላቁ ሩጫ በኢትዮጵያ ድባብ የዓመት ሰው ይበለን,,አካልብቃት
https://www.youtube.com/watch?v=v_OqVpcQlTA,ለምንድነው 5G በኢትዮጵያ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=GROVyXGU5CQ,በአዳማ የ5ጂ ማስጀመሪያ መርሃ-ግብር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=H1tsEcHF26c,የቴሌብር መላ ብድር መመለሻ ቀላል መንገዶች,,ቴክኖሎጂ
https://www.youtube.com/watch?v=kelmWvIXRK4,የ5G ኔትወርክ በአዳማ ከተማ መጀመር ብስራት ከአዳማዎች ጋር ምርጥ ቆይታችን,,መዝናኛ
https://www.youtube.com/watch?v=XeHq0Qvwv8Q,የቴሌክላውድ አገልግሎት ማስጀመሪያ መርሃ-ግብር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=IYZ6NTp0Vwc,የጥሪ ማሳመሪያ አገልግሎትን ይጠቀሙ በሽልማት ይምበሽበሹ,,አርት
https://www.youtube.com/watch?v=9ds6fAZtZGs,በንግድ እና ቀጠናዊ ትስስር ሚኒስቴር በኦንላይን ለሚሰጡ አገልግሎቶች ክፍያዎችን በቴሌብር ማስጀመሪያ መርሃ ግብር,,መዝናኛ
https://www.youtube.com/watch?v=i2CZNH5Ft8k,ክላውድ ላይ የተመሰረተ ኮንታክት ሴንተር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=VQCHfBbPYaE,በአዲሱ የሳይንስ ሙዚየም ኤግዚቢሽናችንን የጎበኙ እንዲህ ብለዋል,,ቴክኖሎጂ
https://www.youtube.com/watch?v=SVfwrDNM93s,በሳይንስ ኤግዚቢሽን የ5G ቨርቹዋል ሪያሊቲ እና ኤክስቴንድድ ሪያሊቲ ቅኝት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=syIDbF1u5OA,ስማርት ሆም ቴክኖሎጂ ኑሮን እንዲህ ያቀላል,,ቴክኖሎጂ
https://www.youtube.com/watch?v=80q2ZjhZlBA,ዘመናዊ የትምህርት ስርዓት ከኢትዮ ቴሌኮም,,ልጆች
https://www.youtube.com/watch?v=YjNceA0amh8,የኢ.ፌ.ዲ.ሪ የህዝብ ተወካዮች ምክር ቤት እና የፌዴሬሽን ምክር ቤት አባላት በሳይንስ ሙዚየም የኢትዮ ቴሌኮም የቴክኖሎጂና የዲጂታል ግኝቶች ኤግዚቢሽን ጉብኝት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=KPS0AHYPHcw,በሳይንስ ሙዚየም የአብሮነት ቆይታችን,,ቴክኖሎጂ
https://www.youtube.com/watch?v=dYrnpIdDLz8,መልካም የመውሊድ በዓል,,መዝናኛ
https://www.youtube.com/watch?v=P3Ecj1Zc_Ac,መውሊድ ይበልጥ እንዲደምቅ ልዩ ስጦታ እና የሞባይል ጥቅሎችን በቅናሽ አዘጋጅተናል,,መዝናኛ
https://www.youtube.com/watch?v=BES2t7KsDjc,የኢትዮጵያ እና የኬንያ መሪዎች በሳይንስ ሙዚየም ተገናኙ የኢትዮጵያ እና የኬንያ መሪዎች የኢትዮጵያ ሳይንስ ሙዚየምን ጎበኙ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=6OnuPvuLDPo,የኢትዮ ቴሌኮም የ3 ዓመት ሊድ 2025 የእድገት ስትራቴጂ,,መዝናኛ
https://www.youtube.com/watch?v=ZkMhZQLFfxE,መልካም የመስቀል በዓል,,ምግብ
https://www.youtube.com/watch?v=Bow8fsN4er0,የመስቀል በዓልን አስመልክቶ ልዩ ስጦታ ከባህር ማዶ የሞባይል አየር ሰዓት ሲሞላልዎ እንዲሁም የዓለም አቀፍ የድምጽ ጥሪ ጥቅል በከፍተኛ ቅናሽ ያግኙ,,መዝናኛ
https://www.youtube.com/watch?v=aUBJKemHFbQ,ቋሚ ወረሃዊ የሞባይል ጥቅልን በማይ ኢትዮቴል መተግበሪያ ማቋረጥ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=6By8VdA_0Nc,ቋሚ ወረሃዊ የሞባይል ጥቅል አገልግሎት *999# ላይ በመደወል ለማቋረጥ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=cWOylzpsCPM,ቋሚ ወረሃዊ የሞባይል ጥቅል አገልግሎት *999# ላይ በመደወል  መመዝገብ ይቻላል,,ቴክኖሎጂ
https://www.youtube.com/watch?v=iJNfEUB67mA,በልደት ቀን ጥቅል መልካም ምኞትዎን ይግለፁ,,አርት
https://www.youtube.com/watch?v=PPrriVsA6jY,በጥሪ መለያ አገልግሎታችን ራስዎን ወይም ስሜትዎን ይግለጹ,,አርት
https://www.youtube.com/watch?v=oEksxp0Qo0k,ዛሬን በትንሹ ይቆጥቡ ነገን በትልቁ ያልሙ,,መዝናኛ
https://www.youtube.com/watch?v=RxT3uEIJaXc,የጥሪ መለያ አገልግሎት    በስልክ ጥሪ ላይ እንዳሉ መልዕክት የሚያስተላልፉበት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=C2fvWcxrm5w,አደይ አበባ ልዩ የሞባይል ጥቅሎችን ለበዓል በስጦታ በማበርከት ወዳጅ ዘመዶችዎን ያስደስቱ መልካም በዓል!,,መዝናኛ
https://www.youtube.com/watch?v=MODb9HTAWp8,እንኳን ከዘመን ዘመን አሸጋገረን መልካም አዲስ ዓመት,,መዝናኛ
https://www.youtube.com/watch?v=chq7BoUBuPk,የአዲስ ዘመን የአዲስ ራዕይ ማስጀመሪያ ችቧችን ይለኮስ  በአብሮነት ለኢትዮጵያችን የላቀ ስኬት እጅ ለእጅ ተያይዘን በፍቅር እንገስግስ,,መዝናኛ
https://www.youtube.com/watch?v=e1a37iK94TU,አመት በዓሉን አስመልክተው ሃገር ቤት ላሉ ለቤተሰብዎ የሞባይል የአየር ሰዓት ይሙሉ የተጨማሪ ስጦታ ባለቤት ያድርጓቸው,,ቴክኖሎጂ
https://www.youtube.com/watch?v=zpzSPpsWuvg,በቴሌብር ዓለም አቀፍ ሃዋላ ገንዘብ ይቀበሉ በተጨማሪ ገንዘብ እንዲሁም በዳታ ጥቅል ስጦታዎቻችን ይንበሽበሹ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=AikV_WP6Hvo,በገበያ ስፍራዎች የአብሮነት ቆይታችን እንዲህ ያማረ ነበር,,መዝናኛ
https://www.youtube.com/watch?v=D-rLg9aZFdE,አብሮነት ለነገ ተስፋዎች    ህጻናቱ ደስ የሚል ጊዜ አሳልፈው ለነገ የተሻለ ስንቅ ይዘው ተመልሰዋል!ያሳለፍነውን የማይረሳ ጥሩ ጊዜ እናጋራችሁ,,ልጆች
https://www.youtube.com/watch?v=hTABKgZLdMU,ለበዓል ከባህር ማዶ በቴሌብር ሃዋላ ገንዘብ ይቀበሉ በስጦታዎች ይንበሽበሹ በአለም አቀፍ የጥሪ ጥቅል አገልግሎታችን ሩቅ ካሉ ቤተሰብዎ  ይገናኙ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=F4dirSrn24I,አብሮነት በተሻለ አጋርነት ትናንትና የተጀመረው የቲክቶክ ቻሌንጅ እንደቀጠለ ነው,,ቴክኖሎጂ
https://www.youtube.com/watch?v=3AtJAYbk9V8,አብሮነት በላቀ አገልግሎት ከፍተኛ የሥራ ኃላፊዎቻችን ከደንበኞቻችን ጋር የነበራቸው የአብሮነት ቆይታ,,መዝናኛ
https://www.youtube.com/watch?v=6G51e6Xoba4,አብሮነት በመልካም ተግባር በአዲስ አበባ እና በኩባንያችን የሪጅን ከተሞች የነበረን የበጎ አድራጎት ቆይታ,,ስፖርት
https://www.youtube.com/watch?v=uV_9mY9plYY,በኤግዚቢሽን ማዕከል በአደይ እንቁጣጣሽ የንግድ ትርኢት እና ባዛር ላይ የመግቢያ ትኬቶችን በቴሌብር ይቁረጡ፤ በቴሌብር ይገበያዩ፤ 5% ተመላሽ ገንዘብ ያግኙ!,,መዝናኛ
https://www.youtube.com/watch?v=UVroWd6eEfA,የፌደራል ሰነዶች ማረጋገጫና ምዝገባ አገልግሎት ክፍያን በቴሌብር ማስጀመሪያ መርሃ-ግብር,,መዝናኛ
https://www.youtube.com/watch?v=Pph4ZGwi6RM,ወደ ቤትዎ ለሚወዷቸው ሰዎች ገንዘብ ለመላክ የ ቴሌ ብር መላክን ይምረጡ,,መዝናኛ
https://www.youtube.com/watch?v=CRI1IksNqmU,በቴሌብር የሞባይል የክፍያ ሥርዓት እና የፋይናንስ አገልግሎቶች ዙሪያ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=uLfqkcDDeWE,በቴሌብር ፋይናንስ አገልግሎቶች ቴሌብር መላ፣ ቴሌብር እንደኪሴ እና ቴሌብር ሳንዱቅ ህይወትዎን ያሻሽሉ,,አርት
https://www.youtube.com/watch?v=cpIpZfg6uFo,የፕሪሚየም ያልተገደበ ጥቅል አገልግሎቶችን በተመጣጣኝ ዋጋ ያጣጥሙ,,መዝናኛ
https://www.youtube.com/watch?v=RjR-oIJFtu0,የቴሌብር ፋይናንስ አገልግሎት ይፋዊ ማብሰሪያ ሥነ-ስርዓት ላይ አቶ አስፋው አለሙ የዳሸን ባንክ ዋና ሥራ አስፈጻሚ ያስተላለፉት መልዕክት,,መዝናኛ
https://www.youtube.com/watch?v=e2vBUTPDbGM,የቴሌብር ፋይናንስ አገልግሎት ይፋዊ ማብሰሪያ ሥነ-ስርዓት ላይ ዶ/ር ይናገር ደሴ የኢትዮጵያ ብሔራዊ ባንክ ገዥ ያስተላለፉት መልእክት,,አርት
https://www.youtube.com/watch?v=1S4ZVOqQkDM,ዳግም የምስራች ለሕዝባችን አብስረናል!ቴሌብር ፋይናንስ ለተሻለ ህይወት የፋይናንስ አገልግሎት ለሁሉም,,መዝናኛ
https://www.youtube.com/watch?v=wbLNiqnz03c,የቴሌብር ፋይናንስ አገልግሎት ማስጀመሪያ ዝግጅት,,መዝናኛ
https://www.youtube.com/watch?v=gcvXkEsNFlU,የ5ጂ ማስጀመሪያ ክስተት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=Lai2J2Ws6iw,የነዳጅ ክፍያ በቴሌብር ለመፈፀም የሚከተሏቸው ቀላል ሂደቶች,,ቴክኖሎጂ
https://www.youtube.com/watch?v=HFLzXvJgZYU,የኢትዮ ቴሌኮም የ2014  በጀት ዓመት የስራ አፈጻጸም,,መዝናኛ
https://www.youtube.com/watch?v=FCh-WgBMN50,ክብር ለጥበብ የእውቅና ሽልማት መርሃ ግብር ስፖንሰር በማድረጋችን እና ተሸላሚ በመሆናችን ከፍተኛ ደስታ ይሰማናል,,አርት
https://www.youtube.com/watch?v=fLDAO9Ejcz8,ባልተመቸ ሁኔታ ውስጥ ሆነው፤ የሞባይል ካርድዎ ቢያልቅ ያለሃሳብ ክሬዲት ወስደው አገልግሎትዎን ይቀጥሉ,,አካልብቃት
https://www.youtube.com/watch?v=KLBNSRtvavc,የጥሪ ማሳመሪያ አገልግሎት ተጠቃሚዎች የተለያዩ ሽልማቶችን እያገኙ ነው,,መዝናኛ
https://www.youtube.com/watch?v=dxQfo3yqnf0,የጥሪ ማሳመሪያ ልዩ ልዩ ሽልማቶች ይዞ መጣ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=3z-b7ZQmZ0k,የጥሪ ማሳመሪያ አገልግሎት,,ስፖርት
https://www.youtube.com/watch?v=Mkw-5gx9xKI,ፍኖተ አይ.ሲ.ቲ የቴሌቪዥን ፕሮግራም,,ቴክኖሎጂ
https://www.youtube.com/watch?v=j5euV5U8oRE,የኢትዮጵያ ቲቪ ማስታወቂያዎች ፕሮዳክሽን,,መዝናኛ
https://www.youtube.com/watch?v=rYoNQVK-v_8,አረፋ መልካም በዓል,,መዝናኛ
https://www.youtube.com/watch?v=6v19wKjE2X4,አንድነት ክሬዲት እና ቁጠባ,,አንቂንግግር
https://www.youtube.com/watch?v=NoJSwuNT5Jc,የኢትዮጵያ ቲቪ ማስታወቂያ በኒሻን ማርኬቲንግ እና ማስታወቂያ,,ምግብ
https://www.youtube.com/watch?v=O0CeGQZGP-0,አኒሜሽን እና የእንቅስቃሴ ግራፊክስ ንድፍ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=Q0lKrkIuKuo,ወርክሾፕ ቪዲዮ ስብስብ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=hs3wzHBZ9Zc,የመግቢያ ግራፊክስ ንድፍ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=NU3da7g7PM8,የፕሮግራም መግቢያ ለ ዲኤስ ቲቪ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=CcfIiFR2hIw,የኢትዮጵያ ቡና ላኪ ድርጅት,,ምግብ
https://www.youtube.com/watch?v=YDAyjqTYYWI,በኢትዮጲያ ውስጥ የሚሸጡ አፓርታማዎች እና ሱቆች,,ኮንስትራክሽን
https://www.youtube.com/watch?v=BETvT1fgZww,የልጆች እንክብካቤ በኢትዮጵያ,,ልጆች
https://www.youtube.com/watch?v=M9z2QgNngZA,ንግድዎን እንዴት እንደሚያሳድጉ,,አንቂንግግር
https://www.youtube.com/watch?v=Jy7Kr2AyBeM,ዶፐል ቢራ ንግድ,,ስፖርት
https://www.youtube.com/watch?v=cCZStCRlZD0,የሲንቄ ባንክ  ስራ  ጀመረ,,መዝናኛ
https://www.youtube.com/watch?v=70VwAUL9abQ,የአጃክስ ሳህን ማጠቢያ,,ምግብ
https://www.youtube.com/watch?v=NYaF2BHnv9k,አቢሲኒያ ባንክ የገና በአል,,አርት
https://www.youtube.com/watch?v=uz9JE9iyxfI,የኢትዮጵያ አየር መንገድ 75ኛ አመት ዘመቻ,,መዝናኛ
https://www.youtube.com/watch?v=6_Z54K63eDg,ስንቅ ማልት የጾም ማስታወቂያ,,ምግብ
https://www.youtube.com/watch?v=6_Z54K63eDg,ስንቅ ማልት የጾም ማስታወቂያ,,አካልብቃት
https://www.youtube.com/watch?v=zMakxgOhLBE,የዶፔል ቢራ,,መዝናኛ
https://www.youtube.com/watch?v=YHSAU-9kPk8,ስንቅ ማልት የጾም ማስታወቂያ,,አካልብቃት
https://www.youtube.com/watch?v=CUhi-5FDg5U,ስንቅ ማልት,,አንቂንግግር
https://www.youtube.com/watch?v=Q-bGKocRU4k,የቅዱስ ጊዮርጊስ ቢራ አንድ መንገድ ዘመቻ,,ስፖርት
https://www.youtube.com/watch?v=bDfTJTfRHPA,የቅዱስ ጊዮርጊስ ቢራ አንድ መንገድ ዘመቻ,,መዝናኛ
https://www.youtube.com/watch?v=qzdh4Q5lcYk,የቅዱስ ጊዮርጊስ ቢራ አንድ መንገድ ዘመቻ,,አርት
https://www.youtube.com/watch?v=D9vDmEAQSkQ,የቅዱስ ጊዮርጊስ ቢራ አንድ መንገድ ዘመቻ,,ምግብ
https://www.youtube.com/watch?v=Z_sxOuTvpWA,ዶፐል ቢራ,,መዝናኛ
https://www.youtube.com/watch?v=5fl8FLfoTds,ቅዱስ ጊዮርጊስ አድዋ,,መዝናኛ
https://www.youtube.com/watch?v=OrQxPgBdukI,ቡና ባንክ,,መዝናኛ
https://www.youtube.com/watch?v=adZHEoMy9FI,ማይስ ኢትዮጵያ,,ምግብ
https://www.youtube.com/watch?v=SvjoKGRpGgA,ቢጂአይ ከተማ,,መዝናኛ
https://www.youtube.com/watch?v=hP_syrLrEog,ኖህ ሪል እስቴት ኮርፖሬት,,ኮንስትራክሽን
https://www.youtube.com/watch?v=KOe55Vu2gCg,የቶሞካ ቡና,,ምግብ
https://www.youtube.com/watch?v=mnhubXEw2gA,አዋሽ ባንክ ኢኽላስ,,መዝናኛ
https://www.youtube.com/watch?v=Fn8O2Q5S0Lg,የቶሞካ ቡና,,አንቂንግግር
https://www.youtube.com/watch?v=U86cRKbhiXs,ሮል የዱቄት ሳሙና,,ዉበት
https://www.youtube.com/watch?v=i1gqZarbiJc,ድርብ ቡናማ ቢራ,,ስፖርት
https://www.youtube.com/watch?v=h38Q0UnRYWA,ብርሃን ባንክ,,መዝናኛ
https://www.youtube.com/watch?v=SBj_rgeJueU,ዘመን ባንክ በየቀኑ ወርቃማ ወለድ ያግኙ,,መዝናኛ
https://www.youtube.com/watch?v=gaGke1mBxls,የሮል ዱቄት ማጽጃ  የኮቪድ19 የማህበረሰብ ማበረታቻ ቪዲዮ,,ጤና
https://www.youtube.com/watch?v=PKcYiDn6Uh0,ዳሸን ባንክ ሻሪክ,,መዝናኛ
https://www.youtube.com/watch?v=TUA4E9AObsE,M - የብር የበዓል ዘመቻ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=DFIaw4utO8U,የቶሞካ ቡና አዲስ ዓመት,,መዝናኛ
https://www.youtube.com/watch?v=E5F41Y7jvnY,ዳሸን ባንክ  የወጣቶች ቁጠባ ዘመቻ,,አንቂንግግር
https://www.youtube.com/watch?v=6rkNqMAChi4,የቶሞካ ቡና የመጀመሪያው መነሻ,,ምግብ
https://www.youtube.com/watch?v=LYt2f5GH6S0,ዲቫ ሳሙና,,ዉበት
https://www.youtube.com/watch?v=M5xY-4YZDjw,እኛ የጤና ጥበቃ ሚኒስቴር ነን,,ጤና
https://www.youtube.com/watch?v=EjgHSNnCbyc,ዳሽን ባንክ,,መዝናኛ
https://www.youtube.com/watch?v=0YlOMfaXEcY,የውሃ ጠብታ በንፁህ ውሃ አማካኝነት ህይወት እንሰጣለን.,,ጤና
https://www.youtube.com/watch?v=tCaASac9gto,ዩናይትድ ባንክ - የኮርፖሬት ንግድ,,መዝናኛ
